instruction,action,frame0,frame1,frame2,frame3,frame4,frame5,frame6,frame7
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 1 not equal location of object 8 or location of object 2 equal location of object 6 , then location of object 5 not equal location of object 7 , else location of object 3 equal location of object 4 ?",false,./for_xx/trial9/frames/epoch0.png,./for_xx/trial9/frames/epoch1.png,./for_xx/trial9/frames/epoch2.png,./for_xx/trial9/frames/epoch3.png,./for_xx/trial9/frames/epoch4.png,./for_xx/trial9/frames/epoch5.png,./for_xx/trial9/frames/epoch6.png,./for_xx/trial9/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 5 equal object of object 6 , then object of object 7 equal object of object 4 or object of object 8 not equal object of object 3 , else object of object 1 not equal object of object 2 ?",true,./for_xx/trial204/frames/epoch0.png,./for_xx/trial204/frames/epoch1.png,./for_xx/trial204/frames/epoch2.png,./for_xx/trial204/frames/epoch3.png,./for_xx/trial204/frames/epoch4.png,./for_xx/trial204/frames/epoch5.png,./for_xx/trial204/frames/epoch6.png,./for_xx/trial204/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, if location of object 3 not equal top right or location of object 2 equal top left , then location of object 1 equal top left , else location of object 4 not equal location of object 5 ?",false,./for_xx/trial0/frames/epoch0.png,./for_xx/trial0/frames/epoch1.png,./for_xx/trial0/frames/epoch2.png,./for_xx/trial0/frames/epoch3.png,./for_xx/trial0/frames/epoch4.png,./for_xx/trial0/frames/epoch5.png,./for_xx/nullframe.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, delay, observe object 5, observe object 6, observe object 7, if location of object 6 not equal location of object 7 , then location of object 5 equal top right , else location of object 2 not equal location of object 3 or location of object 1 equal location of object 4 ?",false,./for_xx/trial7/frames/epoch0.png,./for_xx/trial7/frames/epoch1.png,./for_xx/trial7/frames/epoch2.png,./for_xx/trial7/frames/epoch3.png,./for_xx/trial7/frames/epoch4.png,./for_xx/trial7/frames/epoch5.png,./for_xx/trial7/frames/epoch6.png,./for_xx/trial7/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 4 not equal object of object 2 and object of object 5 not equal object of object 8 , then object of object 7 equal object of object 6 , else object of object 1 not equal object of object 3 ?",false,./for_xx/trial203/frames/epoch0.png,./for_xx/trial203/frames/epoch1.png,./for_xx/trial203/frames/epoch2.png,./for_xx/trial203/frames/epoch3.png,./for_xx/trial203/frames/epoch4.png,./for_xx/trial203/frames/epoch5.png,./for_xx/trial203/frames/epoch6.png,./for_xx/trial203/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 7 equal location of object 2 or location of object 8 equal location of object 4 , then location of object 3 equal location of object 1 , else location of object 6 equal location of object 5 ?",true,./for_xx/trial6/frames/epoch0.png,./for_xx/trial6/frames/epoch1.png,./for_xx/trial6/frames/epoch2.png,./for_xx/trial6/frames/epoch3.png,./for_xx/trial6/frames/epoch4.png,./for_xx/trial6/frames/epoch5.png,./for_xx/trial6/frames/epoch6.png,./for_xx/trial6/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 8 equal object of object 2 or object of object 4 not equal object of object 1 , then object of object 3 equal object of object 6 , else object of object 5 not equal object of object 7 ?",false,./for_xx/trial202/frames/epoch0.png,./for_xx/trial202/frames/epoch1.png,./for_xx/trial202/frames/epoch2.png,./for_xx/trial202/frames/epoch3.png,./for_xx/trial202/frames/epoch4.png,./for_xx/trial202/frames/epoch5.png,./for_xx/trial202/frames/epoch6.png,./for_xx/trial202/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 3 equal object of object 2 and object of object 4 not equal object of object 6 , then object of object 7 not equal object of object 8 , else object of object 5 not equal object of object 1 ?",false,./for_xx/trial205/frames/epoch0.png,./for_xx/trial205/frames/epoch1.png,./for_xx/trial205/frames/epoch2.png,./for_xx/trial205/frames/epoch3.png,./for_xx/trial205/frames/epoch4.png,./for_xx/trial205/frames/epoch5.png,./for_xx/trial205/frames/epoch6.png,./for_xx/trial205/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 7 equal location of object 1 , then location of object 5 equal location of object 6 or location of object 3 equal location of object 4 , else location of object 2 equal top right ?",false,./for_xx/trial1/frames/epoch0.png,./for_xx/trial1/frames/epoch1.png,./for_xx/trial1/frames/epoch2.png,./for_xx/trial1/frames/epoch3.png,./for_xx/trial1/frames/epoch4.png,./for_xx/trial1/frames/epoch5.png,./for_xx/trial1/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 6 not equal location of object 5 , then location of object 3 equal top left or location of object 2 not equal location of object 1 , else location of object 4 not equal location of object 7 ?",false,./for_xx/trial8/frames/epoch0.png,./for_xx/trial8/frames/epoch1.png,./for_xx/trial8/frames/epoch2.png,./for_xx/trial8/frames/epoch3.png,./for_xx/trial8/frames/epoch4.png,./for_xx/trial8/frames/epoch5.png,./for_xx/trial8/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 3 equal object of object 5 , then location of object 2 not equal location of object 1 and category of object 6 not equal category of object 4 , else location of object 8 not equal location of object 7 ?",false,./for_xx/trial315/frames/epoch0.png,./for_xx/trial315/frames/epoch1.png,./for_xx/trial315/frames/epoch2.png,./for_xx/trial315/frames/epoch3.png,./for_xx/trial315/frames/epoch4.png,./for_xx/trial315/frames/epoch5.png,./for_xx/trial315/frames/epoch6.png,./for_xx/trial315/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, delay, observe object 4, observe object 5, observe object 6, observe object 7, if object of object 7 not equal object of object 3 and location of object 6 not equal location of object 4 , then category of object 1 not equal category of object 2 , else category of object 5 equal benches ?",true,./for_xx/trial312/frames/epoch0.png,./for_xx/trial312/frames/epoch1.png,./for_xx/trial312/frames/epoch2.png,./for_xx/trial312/frames/epoch3.png,./for_xx/trial312/frames/epoch4.png,./for_xx/trial312/frames/epoch5.png,./for_xx/trial312/frames/epoch6.png,./for_xx/trial312/frames/epoch7.png
"observe object 1, observe object 2, delay, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 4 equal location of object 3 , then object of object 1 not equal object of object 7 or location of object 2 equal top left , else category of object 6 equal category of object 5 ?",true,./for_xx/trial313/frames/epoch0.png,./for_xx/trial313/frames/epoch1.png,./for_xx/trial313/frames/epoch2.png,./for_xx/trial313/frames/epoch3.png,./for_xx/trial313/frames/epoch4.png,./for_xx/trial313/frames/epoch5.png,./for_xx/trial313/frames/epoch6.png,./for_xx/trial313/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, delay, observe object 4, delay, observe object 5, observe object 6, if category of object 6 equal benches and location of object 3 not equal top left , then location of object 2 not equal location of object 1 , else category of object 4 not equal category of object 5 ?",true,./for_xx/trial314/frames/epoch0.png,./for_xx/trial314/frames/epoch1.png,./for_xx/trial314/frames/epoch2.png,./for_xx/trial314/frames/epoch3.png,./for_xx/trial314/frames/epoch4.png,./for_xx/trial314/frames/epoch5.png,./for_xx/trial314/frames/epoch6.png,./for_xx/trial314/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if object of object 2 equal object of object 3 , then category of object 6 not equal lighting and object of object 1 not equal object of object 4 , else category of object 7 equal category of object 5 ?",false,./for_xx/trial307/frames/epoch0.png,./for_xx/trial307/frames/epoch1.png,./for_xx/trial307/frames/epoch2.png,./for_xx/trial307/frames/epoch3.png,./for_xx/trial307/frames/epoch4.png,./for_xx/trial307/frames/epoch5.png,./for_xx/trial307/frames/epoch6.png,./for_xx/trial307/frames/epoch7.png
"observe object 1, observe object 2, delay, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if object of object 5 equal object of object 1 , then category of object 2 not equal cars , else object of object 7 not equal object of object 4 and object of object 3 not equal object of object 6 ?",false,./for_xx/trial300/frames/epoch0.png,./for_xx/trial300/frames/epoch1.png,./for_xx/trial300/frames/epoch2.png,./for_xx/trial300/frames/epoch3.png,./for_xx/trial300/frames/epoch4.png,./for_xx/trial300/frames/epoch5.png,./for_xx/trial300/frames/epoch6.png,./for_xx/trial300/frames/epoch7.png
"observe object 1, observe object 2, delay, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 6 not equal category of object 5 and location of object 3 equal bottom right , then object of object 1 equal object of object 2 , else location of object 4 equal top left ?",true,./for_xx/trial309/frames/epoch0.png,./for_xx/trial309/frames/epoch1.png,./for_xx/trial309/frames/epoch2.png,./for_xx/trial309/frames/epoch3.png,./for_xx/trial309/frames/epoch4.png,./for_xx/trial309/frames/epoch5.png,./for_xx/trial309/frames/epoch6.png,./for_xx/trial309/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, delay, observe object 4, observe object 5, observe object 6, observe object 7, if category of object 6 not equal category of object 7 or category of object 2 equal tables , then category of object 5 not equal category of object 4 , else category of object 1 not equal category of object 3 ?",true,./for_xx/trial104/frames/epoch0.png,./for_xx/trial104/frames/epoch1.png,./for_xx/trial104/frames/epoch2.png,./for_xx/trial104/frames/epoch3.png,./for_xx/trial104/frames/epoch4.png,./for_xx/trial104/frames/epoch5.png,./for_xx/trial104/frames/epoch6.png,./for_xx/trial104/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if category of object 6 not equal category of object 3 , then category of object 7 equal category of object 2 and category of object 1 not equal couches , else category of object 4 equal category of object 5 ?",false,./for_xx/trial103/frames/epoch0.png,./for_xx/trial103/frames/epoch1.png,./for_xx/trial103/frames/epoch2.png,./for_xx/trial103/frames/epoch3.png,./for_xx/trial103/frames/epoch4.png,./for_xx/trial103/frames/epoch5.png,./for_xx/trial103/frames/epoch6.png,./for_xx/trial103/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 3 not equal boats , then category of object 6 not equal category of object 5 , else category of object 4 equal category of object 1 and category of object 2 not equal tables ?",false,./for_xx/trial102/frames/epoch0.png,./for_xx/trial102/frames/epoch1.png,./for_xx/trial102/frames/epoch2.png,./for_xx/trial102/frames/epoch3.png,./for_xx/trial102/frames/epoch4.png,./for_xx/trial102/frames/epoch5.png,./for_xx/trial102/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 5 equal location of object 6 and object of object 3 equal object of object 2 , then category of object 7 equal couches , else object of object 1 not equal object of object 4 ?",true,./for_xx/trial308/frames/epoch0.png,./for_xx/trial308/frames/epoch1.png,./for_xx/trial308/frames/epoch2.png,./for_xx/trial308/frames/epoch3.png,./for_xx/trial308/frames/epoch4.png,./for_xx/trial308/frames/epoch5.png,./for_xx/trial308/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 5 not equal tables , then category of object 1 equal boats or category of object 3 not equal category of object 2 , else category of object 4 equal category of object 6 ?",true,./for_xx/trial105/frames/epoch0.png,./for_xx/trial105/frames/epoch1.png,./for_xx/trial105/frames/epoch2.png,./for_xx/trial105/frames/epoch3.png,./for_xx/trial105/frames/epoch4.png,./for_xx/trial105/frames/epoch5.png,./for_xx/trial105/frames/epoch6.png,./for_xx/trial105/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, delay, observe object 6, observe object 7, if category of object 3 equal category of object 2 , then object of object 1 not equal object of object 5 , else category of object 7 equal couches and object of object 4 not equal object of object 6 ?",false,./for_xx/trial301/frames/epoch0.png,./for_xx/trial301/frames/epoch1.png,./for_xx/trial301/frames/epoch2.png,./for_xx/trial301/frames/epoch3.png,./for_xx/trial301/frames/epoch4.png,./for_xx/trial301/frames/epoch5.png,./for_xx/trial301/frames/epoch6.png,./for_xx/trial301/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if object of object 3 equal object of object 4 , then location of object 1 equal bottom left or location of object 2 equal location of object 5 , else category of object 6 not equal couches ?",true,./for_xx/trial306/frames/epoch0.png,./for_xx/trial306/frames/epoch1.png,./for_xx/trial306/frames/epoch2.png,./for_xx/trial306/frames/epoch3.png,./for_xx/trial306/frames/epoch4.png,./for_xx/trial306/frames/epoch5.png,./for_xx/trial306/frames/epoch6.png,./for_xx/trial306/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 4 not equal object of object 1 , then object of object 7 not equal object of object 6 and object of object 3 not equal object of object 5 , else object of object 2 equal object of object 8 ?",true,./for_xx/trial209/frames/epoch0.png,./for_xx/trial209/frames/epoch1.png,./for_xx/trial209/frames/epoch2.png,./for_xx/trial209/frames/epoch3.png,./for_xx/trial209/frames/epoch4.png,./for_xx/trial209/frames/epoch5.png,./for_xx/trial209/frames/epoch6.png,./for_xx/trial209/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if location of object 1 equal location of object 4 , then location of object 5 not equal bottom left , else location of object 6 equal location of object 3 or location of object 2 equal top left ?",true,./for_xx/trial4/frames/epoch0.png,./for_xx/trial4/frames/epoch1.png,./for_xx/trial4/frames/epoch2.png,./for_xx/trial4/frames/epoch3.png,./for_xx/trial4/frames/epoch4.png,./for_xx/trial4/frames/epoch5.png,./for_xx/trial4/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 7 equal object of object 1 , then object of object 3 not equal object of object 5 or object of object 4 equal object of object 8 , else object of object 6 not equal object of object 2 ?",false,./for_xx/trial200/frames/epoch0.png,./for_xx/trial200/frames/epoch1.png,./for_xx/trial200/frames/epoch2.png,./for_xx/trial200/frames/epoch3.png,./for_xx/trial200/frames/epoch4.png,./for_xx/trial200/frames/epoch5.png,./for_xx/trial200/frames/epoch6.png,./for_xx/trial200/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 8 not equal object of object 1 , then object of object 6 not equal object of object 2 , else object of object 3 equal object of object 5 and object of object 4 not equal object of object 7 ?",false,./for_xx/trial207/frames/epoch0.png,./for_xx/trial207/frames/epoch1.png,./for_xx/trial207/frames/epoch2.png,./for_xx/trial207/frames/epoch3.png,./for_xx/trial207/frames/epoch4.png,./for_xx/trial207/frames/epoch5.png,./for_xx/trial207/frames/epoch6.png,./for_xx/trial207/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 7 equal top right , then location of object 3 equal location of object 5 and location of object 4 equal location of object 2 , else location of object 1 not equal location of object 6 ?",false,./for_xx/trial3/frames/epoch0.png,./for_xx/trial3/frames/epoch1.png,./for_xx/trial3/frames/epoch2.png,./for_xx/trial3/frames/epoch3.png,./for_xx/trial3/frames/epoch4.png,./for_xx/trial3/frames/epoch5.png,./for_xx/trial3/frames/epoch6.png,./for_xx/trial3/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 8 not equal object of object 1 , then object of object 3 not equal object of object 5 and object of object 4 not equal object of object 7 , else object of object 2 equal object of object 6 ?",true,./for_xx/trial206/frames/epoch0.png,./for_xx/trial206/frames/epoch1.png,./for_xx/trial206/frames/epoch2.png,./for_xx/trial206/frames/epoch3.png,./for_xx/trial206/frames/epoch4.png,./for_xx/trial206/frames/epoch5.png,./for_xx/trial206/frames/epoch6.png,./for_xx/trial206/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, delay, observe object 6, if location of object 3 equal location of object 4 , then location of object 1 not equal bottom right and location of object 2 equal location of object 5 , else location of object 6 not equal top left ?",true,./for_xx/trial2/frames/epoch0.png,./for_xx/trial2/frames/epoch1.png,./for_xx/trial2/frames/epoch2.png,./for_xx/trial2/frames/epoch3.png,./for_xx/trial2/frames/epoch4.png,./for_xx/trial2/frames/epoch5.png,./for_xx/trial2/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 1 equal location of object 5 or location of object 3 equal bottom right , then location of object 7 not equal location of object 6 , else location of object 2 not equal location of object 4 ?",false,./for_xx/trial5/frames/epoch0.png,./for_xx/trial5/frames/epoch1.png,./for_xx/trial5/frames/epoch2.png,./for_xx/trial5/frames/epoch3.png,./for_xx/trial5/frames/epoch4.png,./for_xx/trial5/frames/epoch5.png,./for_xx/trial5/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 5 not equal object of object 1 , then object of object 4 equal object of object 6 or object of object 3 equal object of object 8 , else object of object 2 not equal object of object 7 ?",true,./for_xx/trial201/frames/epoch0.png,./for_xx/trial201/frames/epoch1.png,./for_xx/trial201/frames/epoch2.png,./for_xx/trial201/frames/epoch3.png,./for_xx/trial201/frames/epoch4.png,./for_xx/trial201/frames/epoch5.png,./for_xx/trial201/frames/epoch6.png,./for_xx/trial201/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 2 equal object of object 8 , then object of object 5 equal object of object 6 and object of object 3 equal object of object 4 , else object of object 1 equal object of object 7 ?",false,./for_xx/trial208/frames/epoch0.png,./for_xx/trial208/frames/epoch1.png,./for_xx/trial208/frames/epoch2.png,./for_xx/trial208/frames/epoch3.png,./for_xx/trial208/frames/epoch4.png,./for_xx/trial208/frames/epoch5.png,./for_xx/trial208/frames/epoch6.png,./for_xx/trial208/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, delay, observe object 5, if category of object 3 equal cars , then category of object 4 equal tables or location of object 5 not equal location of object 2 , else location of object 1 equal top left ?",true,./for_xx/trial318/frames/epoch0.png,./for_xx/trial318/frames/epoch1.png,./for_xx/trial318/frames/epoch2.png,./for_xx/trial318/frames/epoch3.png,./for_xx/trial318/frames/epoch4.png,./for_xx/trial318/frames/epoch5.png,./for_xx/trial318/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, delay, observe object 5, observe object 6, observe object 7, if category of object 2 not equal benches , then category of object 1 equal category of object 6 , else object of object 3 equal object of object 5 and location of object 4 not equal location of object 7 ?",false,./for_xx/trial311/frames/epoch0.png,./for_xx/trial311/frames/epoch1.png,./for_xx/trial311/frames/epoch2.png,./for_xx/trial311/frames/epoch3.png,./for_xx/trial311/frames/epoch4.png,./for_xx/trial311/frames/epoch5.png,./for_xx/trial311/frames/epoch6.png,./for_xx/trial311/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, delay, observe object 6, observe object 7, if category of object 2 not equal category of object 7 , then object of object 1 equal object of object 3 , else object of object 4 equal object of object 5 and category of object 6 not equal benches ?",false,./for_xx/trial316/frames/epoch0.png,./for_xx/trial316/frames/epoch1.png,./for_xx/trial316/frames/epoch2.png,./for_xx/trial316/frames/epoch3.png,./for_xx/trial316/frames/epoch4.png,./for_xx/trial316/frames/epoch5.png,./for_xx/trial316/frames/epoch6.png,./for_xx/trial316/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, delay, observe object 6, observe object 7, if location of object 5 not equal location of object 3 , then location of object 1 not equal top left or object of object 4 not equal object of object 2 , else location of object 6 equal location of object 7 ?",false,./for_xx/trial317/frames/epoch0.png,./for_xx/trial317/frames/epoch1.png,./for_xx/trial317/frames/epoch2.png,./for_xx/trial317/frames/epoch3.png,./for_xx/trial317/frames/epoch4.png,./for_xx/trial317/frames/epoch5.png,./for_xx/trial317/frames/epoch6.png,./for_xx/trial317/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 4 not equal location of object 3 or object of object 2 equal object of object 1 , then object of object 5 equal object of object 6 , else category of object 7 equal category of object 8 ?",true,./for_xx/trial310/frames/epoch0.png,./for_xx/trial310/frames/epoch1.png,./for_xx/trial310/frames/epoch2.png,./for_xx/trial310/frames/epoch3.png,./for_xx/trial310/frames/epoch4.png,./for_xx/trial310/frames/epoch5.png,./for_xx/trial310/frames/epoch6.png,./for_xx/trial310/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, delay, observe object 4, observe object 5, observe object 6, observe object 7, if object of object 6 not equal object of object 4 , then location of object 5 equal bottom right , else object of object 7 not equal object of object 3 and category of object 1 not equal category of object 2 ?",false,./for_xx/trial319/frames/epoch0.png,./for_xx/trial319/frames/epoch1.png,./for_xx/trial319/frames/epoch2.png,./for_xx/trial319/frames/epoch3.png,./for_xx/trial319/frames/epoch4.png,./for_xx/trial319/frames/epoch5.png,./for_xx/trial319/frames/epoch6.png,./for_xx/trial319/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 1 not equal location of object 4 and location of object 8 not equal location of object 3 , then category of object 7 not equal category of object 6 , else object of object 2 not equal object of object 5 ?",false,./for_xx/trial303/frames/epoch0.png,./for_xx/trial303/frames/epoch1.png,./for_xx/trial303/frames/epoch2.png,./for_xx/trial303/frames/epoch3.png,./for_xx/trial303/frames/epoch4.png,./for_xx/trial303/frames/epoch5.png,./for_xx/trial303/frames/epoch6.png,./for_xx/trial303/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if category of object 3 not equal planes , then category of object 2 equal category of object 5 and category of object 7 not equal category of object 4 , else category of object 6 equal category of object 1 ?",false,./for_xx/trial109/frames/epoch0.png,./for_xx/trial109/frames/epoch1.png,./for_xx/trial109/frames/epoch2.png,./for_xx/trial109/frames/epoch3.png,./for_xx/trial109/frames/epoch4.png,./for_xx/trial109/frames/epoch5.png,./for_xx/trial109/frames/epoch6.png,./for_xx/trial109/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if category of object 4 not equal category of object 2 and object of object 5 not equal object of object 6 , then object of object 3 not equal object of object 1 , else object of object 8 not equal object of object 7 ?",true,./for_xx/trial304/frames/epoch0.png,./for_xx/trial304/frames/epoch1.png,./for_xx/trial304/frames/epoch2.png,./for_xx/trial304/frames/epoch3.png,./for_xx/trial304/frames/epoch4.png,./for_xx/trial304/frames/epoch5.png,./for_xx/trial304/frames/epoch6.png,./for_xx/trial304/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 1 not equal benches and category of object 2 not equal category of object 4 , then category of object 3 equal tables , else category of object 6 equal category of object 5 ?",false,./for_xx/trial100/frames/epoch0.png,./for_xx/trial100/frames/epoch1.png,./for_xx/trial100/frames/epoch2.png,./for_xx/trial100/frames/epoch3.png,./for_xx/trial100/frames/epoch4.png,./for_xx/trial100/frames/epoch5.png,./for_xx/nullframe.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if category of object 3 equal category of object 4 , then category of object 1 not equal category of object 2 , else category of object 7 equal category of object 8 and category of object 6 equal category of object 5 ?",false,./for_xx/trial107/frames/epoch0.png,./for_xx/trial107/frames/epoch1.png,./for_xx/trial107/frames/epoch2.png,./for_xx/trial107/frames/epoch3.png,./for_xx/trial107/frames/epoch4.png,./for_xx/trial107/frames/epoch5.png,./for_xx/trial107/frames/epoch6.png,./for_xx/trial107/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 2 equal benches , then category of object 5 equal category of object 4 , else category of object 6 not equal category of object 1 or category of object 3 equal chairs ?",false,./for_xx/trial106/frames/epoch0.png,./for_xx/trial106/frames/epoch1.png,./for_xx/trial106/frames/epoch2.png,./for_xx/trial106/frames/epoch3.png,./for_xx/trial106/frames/epoch4.png,./for_xx/trial106/frames/epoch5.png,./for_xx/trial106/frames/epoch6.png,./for_xx/nullframe.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if category of object 3 not equal lighting or category of object 7 not equal category of object 6 , then category of object 1 equal category of object 2 , else category of object 4 equal category of object 5 ?",true,./for_xx/trial101/frames/epoch0.png,./for_xx/trial101/frames/epoch1.png,./for_xx/trial101/frames/epoch2.png,./for_xx/trial101/frames/epoch3.png,./for_xx/trial101/frames/epoch4.png,./for_xx/trial101/frames/epoch5.png,./for_xx/trial101/frames/epoch6.png,./for_xx/trial101/frames/epoch7.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 5 equal category of object 1 , then category of object 6 equal cars and category of object 4 equal category of object 2 , else category of object 3 not equal chairs ?",true,./for_xx/trial108/frames/epoch0.png,./for_xx/trial108/frames/epoch1.png,./for_xx/trial108/frames/epoch2.png,./for_xx/trial108/frames/epoch3.png,./for_xx/trial108/frames/epoch4.png,./for_xx/trial108/frames/epoch5.png,./for_xx/nullframe.png,./for_xx/nullframe.png
"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 3 equal location of object 5 and object of object 2 not equal object of object 7 , then object of object 1 not equal object of object 4 , else object of object 8 equal object of object 6 ?",true,./for_xx/trial305/frames/epoch0.png,./for_xx/trial305/frames/epoch1.png,./for_xx/trial305/frames/epoch2.png,./for_xx/trial305/frames/epoch3.png,./for_xx/trial305/frames/epoch4.png,./for_xx/trial305/frames/epoch5.png,./for_xx/trial305/frames/epoch6.png,./for_xx/trial305/frames/epoch7.png
"observe object 1, delay, observe object 2, observe object 3, observe object 4, delay, observe object 5, if location of object 2 equal bottom left , then location of object 5 not equal top left or category of object 3 not equal benches , else location of object 1 not equal location of object 4 ?",false,./for_xx/trial302/frames/epoch0.png,./for_xx/trial302/frames/epoch1.png,./for_xx/trial302/frames/epoch2.png,./for_xx/trial302/frames/epoch3.png,./for_xx/trial302/frames/epoch4.png,./for_xx/trial302/frames/epoch5.png,./for_xx/trial302/frames/epoch6.png,./for_xx/nullframe.png
